,Name,Suburb,Id,Zomato Name,url
0,Mad Mex,Winter Garden,1044.0,Mad Mex,"https://www.zomato.com/sydney/mad-mex-3-cbd
"
0,Mad Mex,Randwick,1047.0,Mad Mex,"https://www.zomato.com/sydney/mad-mex-randwick
"
0,Mad Mex,Central Station,1045.0,Mad Mex,"https://www.zomato.com/sydney/mad-mex-haymarket
"
0,Mad Mex,MET Centre,1037.0,Mad Mex,"https://www.zomato.com/sydney/mad-mex-cbd
"
0,Mad Mex,Harbourside,1043.0,Mad Mex,"https://www.zomato.com/sydney/mad-mex-6-cbd
"
0,Luxe,Barangaroo,1153.0,Luxe,"https://www.zomato.com/sydney/luxe-barangaroo
"
0,Love Crepe,Pyrmont,882.0,Love Crepe,"https://www.zomato.com/sydney/love-crepe-pyrmont
"
0,Lord of the Fries,Central Station,1305.0,Lord of the Fries,"https://www.zomato.com/sydney/lord-of-the-fries-haymarket
"
0,Lord of the Fries,George Street,1304.0,Lord of the Fries,"https://www.zomato.com/sydney/lord-of-the-fries-sydney
"
0,Liu's Kitchen,Chatswood,1659.0,Liu's Kitchen,"https://www.zomato.com/sydney/lius-kitchen-chatswood
"
0,La Sen,Randwick,611.0,La Sen,"https://www.zomato.com/sydney/la-sen-randwick
"
0,La Lucha,Sydney,1227.0,La Lucha,"https://www.zomato.com/sydney/la-lucha-cbd
"
0,Kusuka,Sydney,1389.0,Kusuka On Sussex,"https://www.zomato.com/sydney/kusuka-on-sussex-cbd
"
0,Kujin,Elizabeth Bay,373.0,Kujin,"https://www.zomato.com/sydney/kujin-elizabeth-bay
"
0,King Tea,Eastwood,1671.0,Yifang Taiwan Fruit Tea 一芳水果茶,"https://www.zomato.com/sydney/yifang-taiwan-fruit-tea-eastwood
"
0,Khoi Eatery,Marrickville,1448.0,Khoi Eatery,"https://www.zomato.com/sydney/khoi-eatery-1-marrickville
"
0,Kawa Ramen,Haymarket,912.0,K'square,"https://www.zomato.com/sydney/ksquare-haymarket
"
0,Kameya,The Rocks,1487.0,Kameya Ramen Bar & Dining,"https://www.zomato.com/sydney/kameya-ramen-bar-dining-the-rocks
"
0,Ipoh ,George Street,823.0,Ipoh Town,"https://www.zomato.com/sydney/ipoh-town-the-rocks
"
0,Ipoh ,Sydney,820.0,Ipoh on York,"https://www.zomato.com/sydney/ipoh-on-york-cbd
"
0,Ichi-ban Boshi,The Galeries,1582.0,Ichi-ban Boshi,"https://www.zomato.com/sydney/ichi-ban-boshi-cbd
"
1,Ichi-ban Boshi,The Galeries,1582.0,Ichi-Ban Boshi Express,"https://www.zomato.com/sydney/ichi-ban-boshi-express-cbd
"
